"시설명","일련번호","시설키","종목시설명","종목시설키","종목명","종목키","위치","면적(㎡)","규격","연면적(㎡)","문의전화","수용인원(정원)","이용대상","이용기간","이용시간","이용료(원)","용도","비고","대관링크주소","이미지파일","선별방법(선착순-1,추첨순-2)","유의사항","이용단위"
"한강시민공원망원지구","648","MP10185PUEF","론블링장","MP10185PUEF105","장애인체육","SD","","","","","02-3780-0601 ","","장애인","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","","","","","http://hanganggis.seoul.go.kr/pic/LAWNBOWLING/LAWNBOWLING.JPG","","",""
"한강시민공원망원지구","649","MP10185PUEF","배구장","MP10185PUEF106","배구","VB","","","","","02-3780-0601 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","4000원","월 정액시 75000원","","http://yeyak.seoul.go.kr/main.web","http://hanganggis.seoul.go.kr/pic/VOLLEYBALL/VOLLEYBALL008.JPG","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원망원지구","650","MP10185PUEF","배드민턴장","MP10185PUEF107","배드민턴","BM","","","","","02-3780-0601 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","2000원","월 정액시 30000원","","http://yeyak.seoul.go.kr/main.web","http://hanganggis.seoul.go.kr/pic/BADMINTON/BADMINTON012.JPG","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원망원지구","651","MP10185PUEF","체력단련장","MP10185PUEF108","학교체육","SG","","","","","02-3780-0601 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","","","","","","","",""
"한강시민공원망원지구","652","MP10185PUEF","야구장","MP10185PUEF109","야구","BB","","","","","02-3780-0601~4","","만 13세이하 어린이","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","8000원","월 정액시 120000원","","http://yeyak.seoul.go.kr/main.web","","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원망원지구","653","MP10185PUEF","축구장","MP10185PUEF110","축구","SO","","","","","02-333-4125","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","12000원","월 정액시 225000원","","http://yeyak.seoul.go.kr/main.web","http://hanganggis.seoul.go.kr/pic/SOCCER/SOCCER004.JPG","","사용일 기준 30일전 12:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원망원지구","654","MP10185PUEF","테니스장","MP10185PUEF111","테니스","TN","","","","","010-6689-0404","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","5000원","월 정액시 75000원","","http://yeyak.seoul.go.kr/main.web","http://hanganggis.seoul.go.kr/pic/TENNIS/TENNIS005.JPG","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원망원지구","655","MP10185PUEF","자전거대여점","MP10185PUEF112","학교체육","SG","","","","","02-3780-0601 ","","제한없음","","","1인용 : 3000원, 2인용 : 6000원","1인용 15분 초과당 500원추가, 2인용 15분 초과당 1000원 추가","","","","","","1시간"
"한강시민공원망원지구","656","MP10185PUEF","수상훈련장","MP10185PUEF113","수상스포츠","SC","","","","","","","","","","","","","","","","",""
"공릉동다목적풋살구장","657","NW10186PUEF","풋살장","NW10186PUEF101","풋살","FS","","","","","02-2116-3779","","","","","평일 22,000원/주말및공휴일:28,600원","매주 수,금 16:00~18:00 풋살교실 운영으로 대관 불가, ","조명등,음수대","","http://sports.seoul.go.kr//images/img_center/NW10186PUEF.jpg","1(매월 15일 선착순 접수)","",""
"노해근린공원운동장","658","NW10187PUEF","운동장","NW10187PUEF101","축구","SO","","5600","운동장 1면","","02-2116-3943","","","","09:00~18:00","주중:56,000, 주말:72,800","13시 ~14시 휴장","","","http://sports.seoul.go.kr//images/img_center/NW10187PUEF.jpg","매월1일(휴일의 경우 익일), 익월 1개월분까지 선착순, 접수후 잔여분 전화접수","예약접수후 구청방문 사용신청서 제출 및 사용료 납부","4시간"
"마들스타디움","659","NW10188PUEF","인조잔디구장","NW10188PUEF101","축구","SO","지상","8478","","8478","02-930-0070","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","","평일(주간/야간):55000원/71500원, 주말·공휴일:71500원 *조명탑 사용료 시간당 11000원별도","체육경기","조명탑, 관람석,샤워실, 탈의실 등","","http://sports.seoul.go.kr//images/img_center/NW10188PUEF.jpg ","1(매월 9일 10:00부터 인터넷/이용일 2일내 유선)","","2시간"
"마들스타디움","660","NW10188PUEF","테니스장","NW10188PUEF102","테니스","TN","","3127","6면 클레이","3127","02-930-9106","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","06:00~22:00","평일(주간/야간):8000원/16400원, 주말·공휴일(주간/야간):10400원/16400원 *야간적용 18:00이후","체육경기","","","http://sports.seoul.go.kr//images/img_ground/so4.jpg","1(매월 19일부터 인터넷/이용일 2일내 유선)","","2시간"
"수락정","661","NW10189PUEF","국궁장","NW10189PUEF101","궁도","AR","","","","","","","","","","","","","","","","",""
"중랑천변","662","NW10190PUEF","농구장","NW10190PUEF101","농구","BK","녹천교 하류측","","","","","","","","","","","음수대 1개소, 그늘막 2개소, 화장실 4개소,윗몸일으키기 11개, 팔굽혀펴기 10개, 허리돌리기 2개","","http://www.nowon.kr/images/tour/img_07.gif","","",""
"중랑천변","663","NW10190PUEF","배드민턴장(족구장)","NW10190PUEF102","배드민턴","BM","창동교 하류측","","","","","","","","","","","","","http://www.nowon.kr/images/tour/img_06.gif","","",""
"중랑천변","664","NW10190PUEF","산책로","NW10190PUEF103","조깅/워킹","JO","창동료 상류측","총연장 8.3m(폭 3m)","","","","","","","","","","","","http://www.nowon.kr/images/tour/img_04.gif","","",""
"중랑천변","667","NW10190PUEF","게이트볼장","NW10190PUEF106","게이트볼","GB","창동교 하부","","","","","","","","","","","","","http://www.nowon.kr/images/tour/img_05.gif","","",""
"초안산근린공원","668","NW10191PUEF","인조잔디구장","NW10191PUEF101","축구","SO","지상","6494","","6494","02-900-8691","","제한없음","신정(1일), 설날 연휴(3일), 추석 연휴(3일) 제외한 연중무휴","","평일(주간/야간):55000원/71500원, 주말·공휴일:71500원 *조명탑 사용료 시간당 11000원별도","체육경기","관람석, 조깅트랙,조명탑,사무실 등","","http://sports.seoul.go.kr//images/img_ground/so3.jpg","1(매월 9일 10:00부터 인터넷/이용일 2일내 유선)","","2시간"
"한강시민공원뚝섬지구","594","GJ10164PUEF","축구장","GJ10164PUEF108","축구","SO","","","","","02-3780-0521 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","12000원","월 정액시 225000원","","http://yeyak.seoul.go.kr/main.web","http://hangang.seoul.go.kr/park_dooksum/images/contents/enjoy02_11.jpg","","사용일 기준 30일전 10:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원뚝섬지구","595","GJ10164PUEF","테니스장","GJ10164PUEF109","테니스","TN","","","","","02-3780-0521 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","5000원","월 정액시 75000원","","http://yeyak.seoul.go.kr/main.web","http://hanganggis.seoul.go.kr/pic/TENNIS/TENNIS025.JPG","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"한강시민공원뚝섬지구","596","GJ10164PUEF","X-게임장","GJ10164PUEF110","암벽등반","RC","","","","","02-3780-0521 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","","","","","http://hangang.seoul.go.kr/park_dooksum/images/contents/enjoy02_4.jpg","","",""
"한강시민공원뚝섬지구","597","GJ10164PUEF","인공암벽장","GJ10164PUEF111","암벽등반","RC","","","","","02-3780-0521 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","","","","","http://hangang.seoul.go.kr/park_dooksum/images/contents/enjoy02_5.jpg","","",""
"한강시민공원뚝섬지구","598","GJ10164PUEF","수상스키장","GJ10164PUEF112","수상스포츠","SC","","","","","02-461-9026 ","","제한없음","","일출~일몰30분전","","","","","http://hangang.seoul.go.kr/park_dooksum/images/contents/enjoy02_6.jpg","","",""
"한강시민공원뚝섬지구","599","GJ10164PUEF","윈드서핑장","GJ10164PUEF113","","","","","","","02-457-3773 ","","제한없음","","","","","","","http://hangang.seoul.go.kr/park_dooksum/images/contents/enjoy02_6.jpg","","",""
"봉은테니스장","600","GN10165PUEF","봉은테니스장","GN10165PUEF101","테니스","TN","","2303","데니스코트 4면","2303","02-2176-0890","10~20","","","(야간) 18:00~22:00 (토,일,공휴일) 9:00~18:00","면당 8,000~16,000원","테니스 임대","관리사무실, 샤워실","","http://sports.seoul.go.kr//images/img_center/GN10165PUEF.jpg","","- 대관료는 부대시설 사용료 포함금액 - 기준단위시간은 야간 (18:00~22:00), 토.일.공휴일(09:00~18:00) - 대관료는 기준 금액의 30% 가산","전화문의"
"포이테니스장","601","GN10166PUEF","포이테니스장","GN10166PUEF101","테니스","TN","","1636","테니스코트 2면","1636","02-2176-0872","10","","","(야간) 18:00~22:00 (토,일,공휴일) 9:00~18:00","면당 8,000~16,000원","임대","관리사무실","","http://sports.seoul.go.kr//images/img_center/GN10166PUEF.jpg ","","- 대관료는 부대시설 사용료 포함금액 - 기준단위시간은 야간 (18:00~22:00), 토.일.공휴일(09:00~18:00) - 대관료는 기준 금액의 30% 가산","전화문의"
"강서개화축구장","605","IN10168PUEF","축구장","IN10168PUEF101","축구","SO","","","","","","","","06:00~22:00","","2시간 단위(① 06:00~08:00 ② 08:00~10:00 ③ 10:00~12:00 ④ 12:00~14:00  ⑤ 14:00~16:00 ⑥ 16:00~18:00 ⑦ 18:00~20:00 ⑧ 20:00~22:00 )","방문접수,추첨","","","http://sports.seoul.go.kr//images/img_center/IN10168PUEF.jpg","쓰레기 처리 및 취사행위 금지","",""
"강서개화축구장","606","IN10168PUEF","풋살장","IN10168PUEF102","족구","FV","","","","","","","","","","","","","","http://sports.seoul.go.kr//images/img_center/IN10168PUEF.jpg","","",""
"마곡실내배드민턴장","607","GS10169PUEF","배드민턴코트","GS10169PUEF101","배드민턴","BM","지상1층","","총 12 면 (면수) 38.5m ×53.7m, 관람석(650석)","","","","","","","","","샤워실,락커룸,체육용품점,매점","","","","",""
"방화동구립배드민턴장","608","GS10170PUEF","배드민턴장","GS10170PUEF101","배드민턴","BM","","","배드민턴장 13면(바닥면 마사토)","","02-2600-6104","","자유이용","","(야간 경기 가능)","","","","","http://www.gangseo.seoul.kr/site/munhwa/c3/rc/6243_body_1_10.gif","","",""
"방화동구립테니스장","609","GS10171PUEF","테니스장","GS10171PUEF101","테니스","TN","","","테니스장 6면(바닥면 아크릴계 수지),장애인 코트 1면","","02-2600-6579","","","","전화로 가접수 후 사용(우천시 직접 현장신청) |야간경기 가능",")","","","","http://www.gangseo.seoul.kr/site/munhwa/c3/rc/6246_body_1_10.gif","","",""
"우장산공원","610","GS10172PUEF","인조잔디구장","GS10172PUEF101","축구","SO","","","","","","","","","06:00~22:00 (총8회)10월부터 3월말까지 1번시간대 운영중지 ① 06:00~08:00 ② 08:00~10:00 ③ 10:00~12:00 ④ 12:00~14:00  ⑤ 14:00~16:00 ⑥ 16:00~18:00 ⑦ 18:00~20:00 ⑧ 20:00~22:00 ","[축구경기]※ 평일:60,500원,새벽시간 (06:00~08:00) 30,250원  ※토/일/공휴일:78,650원, 새벽시간(06:00~08:00)35,750원||   [일반행사]※ 평일:60,500원,새벽시간 (06:00~08:00) 484,000원  ※토/일/공휴일:314,600원, 새벽시간(06:00~08:00)572,000,000원","","","","","정기접수 : 매월 세번째 화요일 15시부터 17시까지 익월분에 대한 사용 신청(17시이후 추첨) 추첨시 팀호명을 해도 나오지 않는 신청자는 참여의사가 없는것으로 간주하여 다음 차례의 신청자에게 추첨 기회가 돌아가오니 유의하시기 바랍니다. ※ 시설사용하고자 하는 자가 2인 이상 경합시 접수순선에 따라 추첨으로 결정 후 사용허가 ※ 정기접수는 팀등록후 사용신청 가능(팀미등록시 추첨권한 없음) 수시접수 : 정기접수 배정후 잔여분에 대해서는 정기접수 2일 후 부터 방문 및 FAX 접수 (선착순) 반드시 사용신청서 작성후 내방 또는 FAX접수 후 관리사무실로 연락하여 최종승인을 받으시기바랍니다. (팀등록필수-허위신청방지) ※ 접수현황 : 공원녹지과 공지사항 참조"," ※전기사용료(30분단위):7~8월 : 8,376원 - 4~6,9월 : 6,780원  - 10~3월 : 6,990원 |구장 사용자는 해당 시설물의 운영규정 및 이용수칙, 허가조건 등을 준수할 것이며, 이를 위반할시 사용을 중지시킬수 있습니다.  주차시설이 협소하므로 대중교통 및 동료와 함께 타고 오셔야 합니다.| ","※ 축구경기:2 시간 기준 ※ 일반 행사 운동장 사용료  (체육,문화,기타):4시간 기준"
"우장산공원","611","GS10172PUEF","테니스장","GS10172PUEF102","테니스","TN","","","4면(크레이코드)","","","","","","","","","","","","","",""
"한강시민공원강서지구","612","GS10173PUEF","게이트볼장","GS10173PUEF101","게이트볼","GB","","","","","02-3780-0621 ","","제한없음","","06:00~20:00(4~9월 : 06:00~20:00, 1~3, 10~12월 : 07:00~18:00)","","","","","http://hanganggis.seoul.go.kr/pic/GATEBALL/GATEBALL1.JPG","","",""
"한강시민공원강서지구","613","GS10173PUEF","농구장","GS10173PUEF102","농구","BK","","","","","02-3780-0621 ","","제한없음","","07:00~06:00(3월~9월 : 06:00~08:00)","4000원","월 정액시 75000원","","http://yeyak.seoul.go.kr/main.web","http://hangang.seoul.go.kr/park_gangseo/images/contents/intro02_p02.gif","","사용일 기준 30일전 14:00~이용당일 / 인터넷예약, 현금사용 불가 등","2시간"
"서초카페거리사계절스케이트장","695","SC10198PUEF","스케이트장","SC10198PUEF101","스피드스케이트","SS","","558.5","성인용 링크 1식 : 폭 12.8m, 연장 24.8m,어린이용 링크 1식 : 폭 11.5m, 연장 15.4m ","","","","","","","","","렌탈 부스 및 휴게실 1식","","http://sports.seoul.go.kr//images/img_ground/sk.jpg","","",""
"양재근린공원축구장","696","SC10199PUEF","축구장","SC10199PUEF101","축구","SO","","5856","축구장1면(96m×61m),인조잔디","5856","02-2155-6755","","서초구에 소재한 팀 (서초구에 소재한 직장, 단체, 조합, 동호회 등) ","","09:00~18:00(단,토요일은 09:00~15:00),일요일 및 공휴일은 주민자율이용개방","평일-34,000 <br> 휴일-44,200 <br> 기타행-126,000원(시간당)","축구장","울타리,관람석,조명등","","http://sports.seocho.go.kr/upload/epms/facility/FacilityController/2010/09/13/12843568724410.jpg","신청방법 신청방법 : 아래 구비서류 제출 후 신청 구비서류 : [팀등록서 다운받기], [신청서 다운받기], 사업자 등록증 사용할 전 주 금요일 (주단위) 16:00 추첨 접수 및 추첨 : 서초구청 9층","확인절차 후 위 사항에 적합하지 않은 팀은 직권으로 접수가 취소되며, 이용료는 환불하지 않음,우리구 행사 등 부득이한 사정으로 이용이 제한될수 있음 ","1시간"
